#Jellyfish(all)100702.txt
#http://forum.enjoysudoku.com/a-pure-jellyfish-collection-t5776.html
#Puzzle,Label,Score,JF>=
1....23...3..4......56....7..8.....6.9.....5.4.....1..8....14......5..9...68....5,W4-tarek-365,3,1
1....23...4..5......63....7..7.....8.6.....5.2.....1..5....92......1..3...87....6,W4-tarek-366,3,1
1....23...4..5......64....7..8.....4.7.....8.2.....9..9....32......2..9...78....6,W4-tarek-367,3,1
1....23...3..4......56....7..7.....8.6.....5.9.....4..4....31......1..4...87....6,W4-tarek-368,3,1
1....23...4..3......54....6..6.....7.7.....4.2.....1..8....32......8..9...46....5,W4-tarek-369,7,1
1....23...4..5......36....7..5.....6.3.....2.2.....7..7....18......2..1...64....5,W4-tarek-370,3,1
1....23...4..5......56....7..7.....5.5.....8.3.....4..2....31......1..4...67....9,W4-tarek-371,3,1
1....23...4.........56....7..7.....8.6.....7.2.....1..6....12......5..9...87....6,W4-tarek-372,3,2
1....23...4..1......56....7..8.....5.6.....8.2.....4..4....32......2..1...95....6,W4-tarek-373,3,1
1....23...4..3......56....7..7.....8.6.....7.2.....1..3....12......2..5...84....6,W4-tarek-374,3,1
1....23...4..1......56....7..8.....1.3.....5.2.....9..9....32......9..4...17....8,W4-tarek-375,7,1
1....23...4..5......56....7..8.....6.1.....3.3.....2..2....34......7..1...65....8,W4-tarek-376,3,1
1....23...4..5......67....4..4.....6.6.....8.5.....1..3....52......1..3...86....7,W4-tarek-377,4,1
1....23...2..4......35....4..4.....6.7.....1.8.....2..2....17......9..5...54....3,W4-tarek-378,7,1
1....23...4..5......56....1..4.....6.7.....8.3.....2..2....31......2..9...67....5,W4-tarek-379,3,1
1....23...2..3......45....6..6.....4.5.....7.8.....1..3....19......2..1...76....5,W4-tarek-380,3,1
1....23...2..4......56....7..8.....5.9.....8.3.....4..4....31......2..4...95....6,W4-tarek-381,3,1
1....23...4..5......36....7..7.....6.6.....3.8.....9..2....81......9..2...63....4,W4-tarek-382,3,1
1....23...2..3......45....6..7.....5.1.....4.3.....2..8....19......4..6...53....7,W4-tarek-383,3,1
1....23...2..4......56....7..7.....3.6.....1.4.....8..8....42......8..5...37....6,W4-tarek-384,3,1
1....23...2..4......45....6..5.....1.3.....6.7.....2..2....37......8..5...16....4,W4-tarek-385,3,1
1....23...2..1......45....6..7.....5.6.....8.3.....2..2....36......9..5...57....4,W4-tarek-386,3,1
1....23......4......45....6..3.....7.5.....4.8.....2..6....38......8..1...74....5,W4-tarek-387,3,1
1....23...4..3......25....6..7.....5.8.....1.3.....7..7....12......9..3...58....4,W4-tarek-388,3,1
1....23...4..5......56....7..7.....1.6.....5.2.....8..8....72......8..3...95....6,W4-tarek-389,3,1
1.....2...2..3......45....6..2.....4.5.....1.7.....3..3....17......7..8...93....5,W4-tarek-390,3,1
1....23...2..3......45....6..7.....8.5.....6.3.....2..7....31......1..4...86....5,W4-tarek-391,3,1
1....23...2..4......45....6..6.....7.1.....3.2.....1..8....32......6..4...57....1,W4-tarek-392,3,2
1....23...4..5......56....4..4.....7.2.....6.6.....8..3....12......4..3...78....5,W4-tarek-393,3,1
1....23...2..3......45....6..6.....7.7.....5.3.....8..8....32......1..7...96....1,W4-tarek-394,3,1
1....23...4..3......54....6..7.....5.6.....4.8.....9..3....91......2..9...46....8,W4-tarek-395,3,1
1....23...3..1......45....6..7.....5.4.....6.2.....8..3....61......3..2...54....9,W4-tarek-396,3,1
1....23...2..4......51....6..4.....5.3.....7.2.....8..6....32......5..8...78....4,W4-tarek-397,3,1
1....23...3..1......45....6..6.....4.5.....7.2.....8..3....91......3..2...76....5,W4-tarek-398,3,1
1....23...4..5......56....4..4.....7.......1.2.....8..3....81......6..2...74....5,W4-tarek-399,3,1
1....23...4..5......56....4..4.....7.6.....1.2.....8..3....81.........2...74....5,W4-tarek-400,3,1
1....23...4..5......56....7..4.....5.6.....3.2.....8..8....32......4..1...27....6,W4-tarek-401,3,1
1....23...3..4......56....7..7.....6.2.....8.3.....2..8....31......7..5...68....9,W4-tarek-402,3,1
1....23...4..5......53....6..6.....1.7.....8.2.....9..5....98......3..2...16....5,W4-tarek-403,3,1
1....23...4..1......56....7..6.....5.3.....8.7.....4..8....31......6..5...27....6,W4-tarek-404,3,1
1....23...4..3......54....6..7.....4.8.....5.2.....1..3....92......2..1...47....8,W4-tarek-405,3,1
1....23...4..1......56....7..6.....8.7.....5.3.....1..5....32......4..7...87....6,W4-tarek-406,3,1
1....23...4..5......54....6..4.....5.7.....2.3.....8..8....32......6..1...65....7,W4-tarek-407,3,1
1....23...4..5......67....5..8.....4.2.....1.3.....8..8....36......1..2...58....9,W4-tarek-408,3,1
1....23...4..3......54....6..7.....4.3.....5.8.....9..9....31......5..7...47....2,W4-tarek-409,4,1
1....23...4..5......36....7..4.....3.6.....7.5.....8..8....15......8..2...74....6,W4-tarek-410,3,1
1....23...4..1......54....6..4.....5.6.....7.2.....8..8....32......2..1...65....7,W4-tarek-411,7,1
1....23...4..5......64....7..7.....6.8.....4.2.....5..3....12......3..1...46....8,W4-tarek-412,7,1
1....23...2..4......45....6..6.....5.3.....6.7.....1..2....17......6..8...53....4,W4-tarek-413,3,2
1....23...4..1......56....7..7.....6.6.....8.8.....2..2....34......4..7...97....5,W4-tarek-414,3,1
1....23...4..1......56....2..7.....5.2.....6.3.....4..7....31......8..3...67....9,W4-tarek-415,3,1
1....23...4..3......56....4..6.....5.7.....8.3.....1..9....32......1..9...45....6,W4-tarek-416,3,1
1....23...4..5......36....7..5.....6.6.....8.2.....9..9....87......1..9...63....5,W4-tarek-417,3,1
1....23...4..5......53....6..6.....7.8.....1.9.....2..2....91......6..5...97....4,W4-tarek-418,3,1
1....23...4..5......56....4..4.....7.6.....8.3.....1..5....39......2..1...94....6,W4-tarek-419,4,1
1....23...4..1......56....4..6.....7.7.....5.3.....2..2....81......3..2...47....5,W4-tarek-420,4,1
1....23...3..4......56....7..7.....6.5.....7.8.....1..9....18......2..5...67....2,W4-tarek-421,3,1
1....23...3..4......56....7..7.....8.4.....5.3.....2..2....31......8..7...85....6,W4-tarek-422,3,1
1....23...4..5......36....7..7.....6.6.....8.8.....1..2....89......1..2...67....3,W4-tarek-423,3,1
1....23...4..5......26....4..4.....7.6.....8.3.....1..5....12......3..5...74....6,W4-tarek-424,4,1
1....23...2..4......45....6..6.....4.5.....2.7.....5..2....71......3..8...54....9,W4-tarek-425,3,1
1....23...4..3......54....6..6.....5.7.....6.3.....1..2....38......1..7...75....4,W4-tarek-426,3,1
1....23...4..5......34....6..4.....3.3.....7.5.....8..8....51......2..9...63....7,W4-tarek-427,3,1
1....23...4..1......56....7..6.....4.5.....7.3.....1..2....38......2..9...95....6,W4-tarek-428,3,1
1....23...4..3......54....6..7.....4.6.....7.3.....2..2....31......1..8...67....5,W4-tarek-429,4,1
1....23...3..1......45....6..6.....7.5.......3.....8..2....31......2..9...91....5,W4-tarek-430,3,1
1....23...4..3......56....4..6.....7.7.....4.3.....1..2....38......1..5...75....6,W4-tarek-431,3,1
1....23...4..3......56....7..7.....6.5.....4.3.....8..8....31......1..8...47....5,W4-tarek-432,3,2
1....23...2..1......45....6..5.....7.3.....4.8.....1..2....18......4..6...76....5,W4-tarek-433,3,1
1....23...4..1......56....7..7.....6.6.....5.2.....4..3....12.........8...67....5,W4-tarek-434,3,1
1....23...4..3......56....4..6.....7.8.....5.3.....4..9....32......2..9...75....8,W4-tarek-435,3,1
1....23...4..1......56....7..7.....8.6.....5.9.....4..2....39......4..7...97....6,W4-tarek-436,3,1
1....23...4..1......56....7..7.....8.6.....5.3.....4..2....19......4..7...97....6,W4-tarek-437,4,1
1....23...2..4......45....6..6.....7.4.....5.7.....8..8....12......3..7...56....4,W4-tarek-438,3,1
1....23...3..4......56....7..8.....9.6.....5.2.....4..4....72......2..3...95....4,W4-tarek-439,4,1
1....23...2..4......35....6..6.....7.5.....6.8.....1..4....12......3..5...26....9,W4-tarek-440,3,1
1....23...4..1......56....4..4.....7.6.....8.5.....9..9....32......9..1...74....6,W4-tarek-441,3,1
1....23...4..3......56....4..4.....7.6.....8.2.....9..9....12......9..3...74....6,W4-tarek-442,3,1
1....23...4..3......56....7..4.....6.7.....5.2.....8..3....81......1..3...67....4,W4-tarek-443,3,1
1....23...2..3......45....6..7.....4.5.....7.3.....8..8....32......1..6...17....5,W4-tarek-444,3,1
1....23...4..3......56....7..7.....4.5.....7.8.....2..2....31......8..3...47....6,W4-tarek-445,4,1
1....23...3..4......56....7..6.....8.8.....7.3.....2..2....41......3..9...48....5,W4-tarek-446,3,1
1....23...2..1......45....6..7.....5.5.....7.3.....2..2....38......9..6...67....4,W4-tarek-447,3,1
1....23...4..1......56....7..7.....2.6.....5.8.....1..2....98......8..2...47....6,W4-tarek-448,3,1
1....23...4..5......67....2..8.....4.7.....6.9.....5..5....31......6..5...24....7,W4-tarek-449,3,1
1....23...4..3......56....7..4.....6.7.....1.8.....2..2....18......5..2...64....3,W4-tarek-450,7,1
1....23...4..1......56....7..7.....2.6.....5.2.....4..3....81......2..9...27....6,W4-tarek-451,4,1
1....23...4..5......36....7..7.....6.6.....3.2.....8..5....81......4..8...67....5,W4-tarek-452,4,1
1....23...4..5......54....6..4.....7.8.....2.2.....8..3....81......7..3...75....4,W4-tarek-453,3,1
1....23...2..4......45....6..7.....5.8.....1.2.....8..3....12......6..3...54....7,W4-tarek-454,3,1
1....23...4..5......56....7..7.....8.5.....3.3.....9..7....32......9..1...67....5,W4-tarek-455,3,1
1....23...2..4......56....7..7.....8.4.....6.3.....2..7....14......3..5...87....6,W4-tarek-456,3,1
1....23...4..5......24....6..5.....4.7.....2.2.....8..8....37......4..1...36....5,W4-tarek-457,3,1
1....23...4..3......56....4..4.....6.7.....8.3.....2..5....91......2..9...64....3,W4-tarek-458,3,1
1....23...2..4......56....4..6.....7.4.....5.8.....2..2....19......9..8...14....6,W4-tarek-459,4,1
1....23...4..3......54....6..6.....7.2.....3.8.....1..3....12......8..5...95....4,W4-tarek-460,3,1
1....23...4..5......34....6..6.....4.1.....2.7.....8..2....17......7..8...46....3,W4-tarek-461,4,1
1....23...4..3......54....6..6.....4.7.....5.2.....8..3....82......2..1...46....5,W4-tarek-462,4,1
1....23...4..1......54....6..7.....4.6.....5.8.....2..2....31......2..3...46....7,W4-tarek-463,3,1
1....23...3..4......56....7..7.....6.6.....2.4.....1..3....48......1..5...67....2,W4-tarek-464,4,1
1....23...4..3......56....4..7.....5.6.....8.3.....1..9....32......1..9...45....7,W4-tarek-465,3,1
1....23...4..3......56....7..7.....5.5.....3.2.....1..3....78......1..2...65....9,W4-tarek-466,8,1
1....23...4..3......56....7..6.....5.8.....6.3.....2..2....31......1..7...75....8,W4-tarek-467,3,1
1....23...2..4......56....1..6.....7.4.....5.3.....2..8....39......2..4...35....6,W4-tarek-468,3,1
1....23...3..4......45....6..7.....5.8.....1.3.....2..2....38......5..7...14....9,W4-tarek-469,7,1
1....23...4..3......56....7..7.....6.8.....5.2.....4..4....32......2..9...67....5,W4-tarek-470,3,2
1....23...2..4......56....7..6.....8.8.....7.2.....4..4....31......2..3...75....6,W4-tarek-471,3,1
1....23...2..3......45....6..6.....4.5.....7.2.....1..8....39......2..5...56....1,W4-tarek-472,3,1
1....23...4..5......56....7..7.....4.6.....2.3.....8..8....36......4..1...47....5,W4-tarek-473,3,1
1....23...2..3......45....6..5.....7.7.....4.8.....1..3....12......9..1...67....4,W4-tarek-474,3,1
1....23...2..4......45....6..6.....5.7.....1.2.....8..3....17......7..2...58....4,W4-tarek-475,3,1
1....23...4..5......67....4..4.....7.7.....8.3.....2..2....89......1..3...84....6,W4-tarek-476,3,1
1....23...4..3......54....6..6.....4.7.....2.2.....1..3....17......6..3...48....5,W4-tarek-477,7,1
1....23...4..5......64....7..4.....3.7.....6.8.....2..5....81......2..5...36....4,W4-tarek-478,3,1
1....23...4..5......56....4..7.....6.3.....1.8.....5..5....12......4..8...65....7,W4-tarek-479,3,1
1....23...4..1......56....7..7.....6.5.....7.2.....4..8....12......3..8...67....5,W4-tarek-480,3,1
1....23...4..1......56....7..7.....6.5.....7.2.....4..8....31......4..8...67....5,W4-tarek-481,3,1
1....23...4..1......56....7..7.....6.8.....5.2.....4..9....31......4..6...67....3,W4-tarek-482,7,1
1....23...4..5......26....4..4.....6.7.....8.5.....1..2....39......1..5...64....7,W4-tarek-483,7,1
1....23...4..3......56....7..7.....4.6.....7.8.....2..2....31......8..3...47....6,W4-tarek-484,4,1
1....23...2..4......56....7..7.....5.6.....8.3.....2..2....34......9..7...85....1,W4-tarek-485,3,1
1....23...4..1......56....7..7.....6.6.....5.3.....2..4....31......2......65....8,W4-tarek-486,3,1
1....23...4..1......56....7..7.....6.6.....5.2.....4..3....81......4..8...67....5,W4-tarek-487,3,1
1....23...3..1......45....6..6.....4.7.....6.2.....8..8....12......2..5...54....7,W4-tarek-488,3,1
1....23...2..4......56....7..7.....4.1.....2.3.....8..5....31......6..3...45....6,W4-tarek-489,3,1
1....23...4..1......54....2..6.....4.7.....5.3.....2..8....39......9..1...45....7,W4-tarek-490,3,1
1....23...4..1......56....7..7.....6.8.....5.2.....4..9....32......4..6...67....3,W4-tarek-491,7,1
1....23...2..4......56....7..6.....5.5.....8.4.....7..7....34......2..9...85....6,W4-tarek-492,3,1
1....23...4..5......26....7..7.....4.6.....8.5.....2..3....51......3..5...87....6,W4-tarek-493,3,1
1....23...4..5......24....6..5.....4.3.....1.7.....8..8....31......9..7...46....5,W4-tarek-494,3,1
1....23...4..5......67....4..4.....8.7.....9.5.....1..3....56......3..5...84....7,W4-tarek-495,3,1
1....23...2..4......56....7..6.....1.8.....7.3.....2..2....34......9..5...17....6,W4-tarek-496,3,1
1....23...4..3......54....6..6.....7.7.....4.2.....1..8....32......1..3...45....8,W4-tarek-497,3,1
1....23...4..1......56....7..7.....3.6.....8.8.....2..2....91......8..5...37....6,W4-tarek-498,3,1
1....23...2..3......45....6..5.....4.6.....7.3.....8..8....32......1..5...74....1,W4-tarek-499,3,1
1....23...2..4......56....7..8.....5.5.....6.3.....7..7....32......2..1...65....8,W4-tarek-500,3,1
1....23...4..5......56....7..7.....6.6.....3.3.....2..2....31......8..9...14....5,W4-tarek-501,3,1
1....23...4..3......56....7..7.....5.6.....8.2.....7..7....31......1..2...85....6,W4-tarek-502,3,1
1....23...2..1......45....6..6.....7.3.....4.2.....5..8....32......6..7...57....8,W4-tarek-503,7,1
1....23...4..3......56....4..4.....5.6.....7.7.....8..8....37......1..8...14....6,W4-tarek-504,3,1
1....23...4..3......56....7..7.....5.5.....8.2.....4..3....42......1..4...87....6,W4-tarek-505,4,1
1....23...4..3......54....2..6.....4.5.....7.3.....2..8....31......1..8...45....6,W4-tarek-506,4,1
1....23...3..1......45....6..6.....4.1.....5.7.....2..2....37......8..6...56....8,W4-tarek-507,3,1
1....23...3..4......56....7..7.....5.6.....8.3.....4..4....51......3..9...28....6,W4-tarek-508,3,1
1....23...2..3......45....6..6.....7.5.....4.8.....2..9....81......2..6...86....5,W4-tarek-509,7,1
1....23...2..4......56....7..7.....5.6.....8.4.....1..2....14......9..1...35....6,W4-tarek-510,3,1
1....23...4..1......53....4..4.....3.3.....6.7.....8..2....81......7..8...64....5,W4-tarek-511,3,1
1....23...2..4......51....6..7.....8.3.....4.2.....6..6....32......8..7...85....4,W4-tarek-512,3,1
1....23...3..4......56....4..4.....6.2.....1.7.....8..8....32......9..4...61....5,W4-tarek-513,3,1
1....23...2..4......35....6..6.....7.5.....8.9.....2..2....31......1..9...86....5,W4-tarek-514,3,1
1....23...3..1......45....6..7.....4.4.....5.2.....8..8....31......9..6...54....7,W4-tarek-515,3,1
1....23...4..5......54....6..7.....4.6.....1.2.....8..8....32......1..3...46....7,W4-tarek-516,3,1
1....23...4..3......56....7..6.....2.7.....8.3.....1..2....34......2..5...85....6,W4-tarek-517,4,1
1....23...4..5......56....7..7.....1.3.....5.8.....2..5....34......7..3...61....8,W4-tarek-518,4,1
1....23...4..3......35....6..6.....4.7.....1.8.....2..2....18......5..2...56....9,W4-tarek-519,3,1
1....23...3..1......45....6..6.....7.5.....4.2.....1..8....12......8..6...14....5,W4-tarek-520,3,1
1....23...3..4......45....6..5.....7.8.....2.3.....8..8....32......7..9...94....5,W4-tarek-521,3,1
1....23...2..4......56....4..7.....5.8.....2.4.....1..2....14......7..9...45....6,W4-tarek-522,4,1
1....23...2..4......45....6..6.....5.1.....3.3.....2..7....38......6..7...54....1,W4-tarek-523,3,1
1....23...2..3......45....6..6.....7.5.....4.8.....9..9....38......1..6...36....5,W4-tarek-524,3,1
1....23...3..4......56....7..4.....5.5.....8.7.....2..8....31......7..2...95....4,W4-tarek-525,3,1
1....23...4..3......56....4..4.....6.7.....5.2.....1..8....32......1..3...74....8,W4-tarek-526,3,1
1....23...3..4......56....4..4.....7.2.....1.8.....2..3....19......5..3...64....2,W4-tarek-527,3,1
1....23...4..1......56....7..2.....6.6.....5.3.....4..4....31......4..2...67....8,W4-tarek-528,3,1
1....23...4..5......26....4..5.....6.7.....2.2.....1..3....18......6..7...64....9,W4-tarek-529,4,1
1....23...3..1......45....6..7.....5.4.....6.2.....8..3....91......3..2...54....9,W4-tarek-530,3,1
1....23...3..4......56....7..8.....4.2.....5.3.....1..7....32......8..6...64....5,W4-tarek-531,4,1
1....23......3......45....6..6.....5.4.....7.8.....2..2....38......2..5...76....4,W4-tarek-532,4,1
1....23...2..3......45....6..5.....7.3.....5.6.....2..8....31......7..9...79....5,W4-tarek-533,3,1
1....23...3..4......56....7..8.....6.6.....7.9.....4..4....31......1..4...78....5,W4-tarek-534,3,1
1....23...2..4......56....7..4.....6.3.....5.6.....8..7....39......5..3...61....4,W4-tarek-535,3,1
1....23...4..1......25....6..6.....4.5.....6.3.....7..7....31......6..2...84....5,W4-tarek-536,3,1
1....23...4..3......25....6..6.....4.3.....5.2.....1..7....34......1..2...58....9,W4-tarek-537,3,1
1....23...4..5......56....7..4.....8.8.....9.3.....1..2....35......1..3...87....4,W4-tarek-538,3,1
1....23...2..4......56....7..7.....8.8.....7.4.....2..3....41......1..3...87....6,W4-tarek-539,4,1
1....23...4..5......67....4..5.....7.3.....2.7.....1..2....18......3..1...76....5,W4-tarek-540,3,1
1....23...4..1......56....7..8.....5.6.....7.3.....4..4....32......4..8...98....6,W4-tarek-541,3,1
1....23...2..3......45....6..6.....7.5.....4.8.....1..9....12......2..6...16....5,W4-tarek-542,7,1
1....23...2..4......45....6..6.....7.7.....1.3.....2..2....18......8..9...73....4,W4-tarek-543,3,1
1....23...4..5......56....7..8.....6.2.....1.3.....8..8....37......8..2...65....4,W4-tarek-544,3,1
1....23...3..4......56....7..7.....8.6.....5.2.....1..4....32......2..1...97....5,W4-tarek-545,3,1
1....23...4..3......56....7..4.....8.8.....6.3.....2..2....31......1..9...65....4,W4-tarek-546,3,1
1....23...3..4......56....7..4.....5.8.....1.7.....2..2....31......7..3...65....4,W4-tarek-547,3,1
1....23...4..5......56....4..4.....5.3.....1.2.....7..3....12......6..7...64....8,W4-tarek-548,3,1
1....23......1......45....6..6.....4.5.....6.7.....2..2....31......2..4...84....5,W4-tarek-549,4,1
1....23...2..1......45....6..6.....7.3.....1.2.....8..3....19......4..5...57....4,W4-tarek-550,3,1
1....23...2..1......45....6..6.....7.3.....1.2.....8..3....17......6..9...59....4,W4-tarek-551,3,1
1....23...2..3......45....6..7.....5.5.....8.3.....1..8....12......6..7...58....4,W4-tarek-552,3,1
1....23...2..4......45....6..6.....5.7.....1.8.....2..2....87......5..9...56....4,W4-tarek-553,3,1
1....23...3..4......25....6..6.....7.7.....2.3.....4..4....18......3..5...76....9,W4-tarek-554,3,1
1....23...2..4......56....4..6.....7.3.....1.2.....8..8....31......5..2...47....5,W4-tarek-555,3,1
1....23...4..5......36....7..8.....3.9.....1.2.....5..5....31......1..9...74....6,W4-tarek-556,3,1
1....23...4..3......56....4..4.....6.7.....8.2.....1..5....19......9..7...64....2,W4-tarek-557,3,1
1....23...4..3......56....7..8.....2.6.....5.3.....4..2....31......1..8...78....6,W4-tarek-558,3,1
1....23...4..3......56....7..3.....6.8.....5.2.....8..9....12......6..4...67....3,W4-tarek-559,7,1
1....23...4..5......36....7..7.....6.6.....3.8.....1..9....18......2..4...67....5,W4-tarek-560,7,1
1....23...2..3......45....6..6.....7.5.....4.8.....1..3....18......2..6...86....5,W4-tarek-561,3,1
1....23...4..5......64....7..7.....4.2.....3.8.....2..3....18......7..2...45....6,W4-tarek-562,3,1
1....23...4..5......36....7..7.....6.6.....5.2.....8..8....12......8..1...67....3,W4-tarek-563,4,1
1....23...3..1......45....6..6.....5.7.....4.2.....1..3....18......9..2...56....4,W4-tarek-564,3,1
1....23......4......56....7..7.....4.8.....7.3.....1..4....32......1..6...67....5,W4-tarek-565,3,1
1....23...4..3......54....6..6.....5.7.....8.3.....2..2....19......9..3...75....4,W4-tarek-566,3,1
1....23...4..1......54....6..6.....4.7.....5.8.....1..9....18......9..2...46....5,W4-tarek-567,3,1
1....23...3..4......56....7..7.....5.6.....8.3.....9..4....81......7..2...65....4,W4-tarek-568,3,1
1....23...3..4......56....7..7.....5.6.....8.3.....9..4....18......7..2...65....4,W4-tarek-569,7,1
1....23...4..3......56....7..8.....4.6.....5.3.....2..2....91......1..3...48....6,W4-tarek-570,3,1
1....23...2..4......56....7..7.....1.6.....5.2.....8..3....12......3..9...47....5,W4-tarek-571,3,1
1....23...2..3......45....6..5.....4.7.....1.6.....2..3....17......5..8...64....5,W4-tarek-572,4,1
1....23...4..5......56....7..7.....5.6.....2.2.....1..3....12......8..3...97....6,W4-tarek-573,3,1
1....23...4..5......54....6..7.....5.8.....3.3.....2..2....81......4..2...65....7,W4-tarek-574,4,1
1....23...4..5......54....6..7.....5.3.....8.8.....2..2....31......4..2...65....7,W4-tarek-575,4,1
1....23...4..1......54....6..6.....7.5.....6.3.....8..2....31......8..4...47....5,W4-tarek-576,3,1
1....23...2..4......56....7..3.....6.7.....5.8.....1..3....82......3..4...67....5,W4-tarek-577,3,1
1....23...3..4......56....7..7.....6.1.....2.2.....4..5....38......9..7...67....5,W4-tarek-578,3,1
1....23...4..1......56....7..7.....8.6.....7.3.....4..4....32......4..5...95....6,W4-tarek-579,3,1
1....23...4..1......56....7..7.....5.6.....1.2.....8..8....15......2..7...45....6,W4-tarek-580,3,1
1....23...4..1......56....7..8.....4.6.....5.2.....1..3....14......4..7...78....6,W4-tarek-581,3,1
1....23...2..4......53....6..7.....1.4.....5.2.....6..6....42......1..8...35....7,W4-tarek-582,7,1
1....23...4..5......54....6..7.....5.2.....1.8.....2..3....81......6..9...45....7,W4-tarek-583,3,1
1....23...3..4......56....7..7.....6.8.....5.2.....1..4....12......2..6...97....8,W4-tarek-584,3,1
1....23...3..4......56....7..7.....6.8.....5.2.....1..3....12......2..6...97....8,W4-tarek-585,3,1
1....23......4......56....7..7.....8.8.....5.2.....4..4....32......2..6...97....5,W4-tarek-586,3,1
1....23...4..5......67....4..4.....6.7.....8.2.....5..3....92......1..3...94....7,W4-tarek-587,3,1
1....23...4..5......64....1..5.....4.7.....3.8.....2..2....71......9..2...46....5,W4-tarek-588,8,1
1....23...4..3......54....6..2.....4.5.....7.8.....1..3....12......2..9...76....5,W4-tarek-589,3,1
1....23...4..5......56....7..3.....4.6.....8.2.....1..3....92......2..1...74....6,W4-tarek-590,3,1
1....23...3..4......56....7..7.....5.6.....8.2.....4..4....32.........7...97....6,W4-tarek-591,3,1
1....23...3..4......41....5..6.....4.2.....7.3.....8..8....32......5..1...14....9,W4-tarek-592,3,1
1....23...3..1......45....6..6.....7.8.....5.3.....1..2....38......7..6...56....4,W4-tarek-593,3,1
1....23...4..1......56....7..7.....6.5.....1.3.....8..8....19......2..3...65....4,W4-tarek-595,3,1
1....23...4..3......56....7..7.....6.5.....1.3.....8..8....19......2..3...65....4,W4-tarek-596,3,1
1....23...3..4......56....7..8.....6.9.....5.2.....1..8....14......5..9...68....5,W4-tarek-597,3,1
1....23...2..4......56....7..6.....8.9.....6.3.....1..4....92......8..4...87....6,W4-tarek-598,3,1
1....23...4..1......56....7..7.....5.6.....8.3.....1..8....39......5..7...97....4,W4-tarek-599,3,1
1....23...4..5......64....1..7.....6.5.....2.3.....1..2....38......9..3...16....7,W4-tarek-600,3,1
1....23...4..5......64....1..7.....6.5.....2.3.....1..2....38......9..3...16....5,W4-tarek-601,3,1
1....23...4..3......56....7..4.....6.8.....4.3.....2..2....41......1..9...67....8,W4-tarek-602,3,1
1....23...4..5......36....7..6.....3.3.....1.2.....8..9....12......7..8...53....6,W4-tarek-603,3,1
1....23...4..5......36....7..6.....3.3.....1.2.....8..8....12......7..9...53....6,W4-tarek-604,3,1
1....23...3..4......25....6..7.....4.6.....5.8.....1..3....18......2..6...56....7,W4-tarek-605,3,1
1....23...4..5......64....7..7.....4.2.....8.8.....1..3....18......9..2...47....6,W4-tarek-606,3,1
1....23...3..1......45....6..6.....7.8.....5.2.....1..7....12......4..8...56....4,W4-tarek-607,3,1
1....23...3..4......45....6..6.....5.7.....1.8.....2..3....17......9..6...56....4,W4-tarek-608,3,1
1....23...4..1......56....7..3.....5.1.....8.2.....9..3....81......5..2...47....9,W4-tarek-609,3,1
1....23...4..5......36....7..5.....6.6.....8.3.....2..2....87......1..9...63....5,W4-tarek-610,3,1
1....23...4..5......56....7..7.....6.6.....4.3.....8..2....51......8..2...67....4,W4-tarek-611,7,1
1....23...2..3......45....6..5.....4.6.....1.7.....2..2....17......7..8...94....3,W4-tarek-612,3,1
1....23...4..5......53....6..6.....3.7.....4.8.....2..5....81......2..8...34....5,W4-tarek-613,3,1
1....23...4..5......67....1..7.....4.8.....2.2.....1..3....82......6..8...45....7,W4-tarek-614,3,1
1....23...4..3......56....4..6.....7.7.....5.3.....1..2....38......1..2...74....6,W4-tarek-615,3,1
1....23...3..4......56....7..6.....5.4.....6.7.....1..2....34......6..8...75....9,W4-tarek-616,3,1
1....23...3..4......45....6..5.....4.7.....1.8.....2..2....18......6..2...94....3,W4-tarek-617,8,1
1....23...4..1......56....4..4.....6.6.....7.3.....2..2....78......8..3...74....5,W4-tarek-618,3,1
1....23...4..1......56....7..8.....5.6.....7.2.....4..4....32......4..1...78....6,W4-tarek-619,3,1
1....23...4.........56....4..6.....7.5.....4.8.....1..3....82......1..5...74....6,W4-tarek-620,3,1
1....23...3..4......56....7..7.....8.5.....7.4.....2..9....41......2..4...87....6,W4-tarek-621,3,1
1....23...2..4......35....6..7.....8.8.....5.4.....1..2....14......2..6...56....7,W4-tarek-622,3,1
1....23...4..3......56....7..6.....8.8.....4.3.....1..2....39......1..5...85....6,W4-tarek-623,3,1
1....23...2..4......45....6..5.....4.7.....1.8.....7..7....38......6..9...34....5,W4-tarek-624,4,1
1....23...3..4......56....7..6.....5.8.....2.3.....4..4....18......3..7...25....6,W4-tarek-625,3,1
1....23...4..5......56....4..4.....6.7.....2.3.....1..5....37......8..1...64....8,W4-tarek-626,4,1
1....23...4..5......56....7..7.....5.8.....1.2.....8..7....12......8..3...67....4,W4-tarek-627,3,1
1....23...4..1......56....4..6.....5.7.....4.3.....8..8....31......2..8...45....7,W4-tarek-628,3,1
1....23...4..3......56....7..3.....6.2.....1.8.....2..9....18......7..2...63....4,W4-tarek-629,4,1
1....23...2..1......45....6..6.....7.7.....5.3.....8..8....12......8..7...57....4,W4-tarek-630,3,1
1....23...4..1......56....4..4.....6.7.....5.8.....9..5....18......9..2...64....7,W4-tarek-631,7,1
1....23...2..4......56....4..6.....5.7.....1.8.....2..2....78......5..4...34....6,W4-tarek-632,3,1
1....23...4.........56....7..6.....5.5.....7.2.....8..8....31......8..2...75....6,W4-tarek-633,3,1
